nombre_grado,centros
Ingeniería Física,"Universidad Carlos III de Madrid (Pública) (en inglés) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es"
Ingeniería Geomática,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros en Topografía, Geodesia y Cartografía Campus Sur C/ Mercator, 2 28031 Madrid Tel.: 91 067 38 24 www.topografia.upm.es informacion.academica@upm.es"
Ingeniería de las Tecnologías de la Información Geoespacial,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros en Topografía, Geodesia y Cartografía Campus Sur C/ Mercator, 2 28031 Madrid Tel.: 91 067 38 24 www.topografia.upm.es informacion.academica@upm.es"
Ingeniería de las Tecnologías de la Información Geoespacial,"de Grado en Ingeniería Aeroespacial Universidad Alfonso X El Sabio (Privada) Escuela Politécnica Superior Campus de Villanueva de la Cañada Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es Universidad Carlos III de Madrid (Pública) (en inglés) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio Campus Ciudad Universitaria Pza. del Cardenal Cisneros, 3 28040 Madrid Tels: 91 067 55 34 / 72 www.etsiae.upm.es info.aeroespacial@upm.es 3 Direcciones de los centros donde se imparte la de Grado en Ingeniería Aeroespacial en Aeronaves Universidad Europea de Madrid (Privada) Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Direcciones de los centros donde se imparte la de Grado en Ingeniería Aeroespacial en Aeronavegación Universidad Rey Juan Carlos (Pública) Escuela de Ingeniería de Fuenlabrada Campus Fuenlabrada Camino del Molino, 5 28942 Fuenlabrada (Madrid) Tel.: 91 488 72 21 www.urjc.es/etsit etsit.director@urjc.esDirecciones de los centros donde se imparte la de Grado en Ingeniería Aeroespacial en Vehículos Aeroespaciales Universidad Rey Juan Carlos (Pública) Escuela de Ingeniería de Fuenlabrada Campus Fuenlabrada Camino del Molino, 5 28942 Fuenlabrada (Madrid) Tel.: 91 488 72 21 www.urjc.es/etsit etsit.director@urjc.es Direcciones de los centros donde se imparte la de Grado en Ingeniería Aeroespacial en Transporte y Aeropuertos Universidad Rey Juan Carlos (Pública) Escuela de Ingeniería de Fuenlabrada Campus Fuenlabrada Camino del Molino, 5 28942 Fuenlabrada (Madrid) Tel.: 91 488 72 21 www.urjc.es/etsit etsit.director@urjc.es"
Gestión y Operaciones del Transporte Aéreo,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio Campus Ciudad Universitaria Pza. del Cardenal Cisneros, 3 28040 Madrid Tels.: 91 067 55 34 / 77 www.etsiae.upm.es info.aeroespacial@upm.es"
Ingeniería en Tecnologías Aeroespaciales,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio Campus Ciudad Universitaria Pza. del Cardenal Cisneros, 3 28040 Madrid Tels.: 91 067 55 34 / 77 www.etsiae.upm.es info.aeroespacial@upm.es"
Ingeniería Agrícola,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria Avda. Puerta de Hierro, 24 28040 Madrid Tels.: 91 067 07 24 / 42 / 43 www.etsiaab.upm.es secretaria.alumnos.estsiaab@upm.es"
Ingeniería Agroambiental,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria Avda. Puerta de Hierro, 24 28040 Madrid Tels.: 91 067 07 24 / 42 / 43 www.etsiaab.upm.es secretaria.alumnos.estsiaab@upm.es"
Ingeniería Alimentaria,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria Avda. Puerta de Hierro, 24 28040 Madrid Tels.: 91 067 07 24 / 42 / 43 www.etsiaab.upm.es secretaria.alumnos.estsiaab@upm.es"
Ingeniería Forestal,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural Campus Ciudad Universitaria C/ Jose Antonio Novais, 10 28040 Madrid Tels.: 91 067 14 24 / 56 / 15 10 www.montesymedionatural.upm.es info.alumnadom.montes@upm.es"
Ingeniería del Medio Natural,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural Campus Ciudad Universitaria C/ José Antonio Novais, 10 28040 Madrid Tels.: 91 067 14 24 / 15 09 www.montesymedionatural.upm.es info.alumnadof.montes@upm.esGrado en Ingeniería del Medio Natural"
Ingeniería Ambiental,"Universidad Rey Juan Carlos (Pública) Escuela Superior de Ciencias Experimentales y Tecnología Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tel.: 91 665 50 61 www.urjc.es escet.estudiantes@urjc.es"
Ingeniería Química,"Universidad Autónoma de Madrid (Pública) Facultad de Ciencias Edificio de Ingeniería Química Campus de Cantoblanco C/ Marx, 10 28049 Madrid Tels.: 91 497 35 18 / 43 31 / 83 46 www.uam.es informacion.ciencias@uam.es Universidad Complutense de Madrid (Pública) Facultad de Ciencias Químicas Campus Ciudad Universitaria Pza. de las Ciencias 28040 Madrid Tels.: 91 394 43 47 / 51 22 / 41 09 www.ucm.es www.quimicas.ucm.es Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros Industriales Campus Madrid Ciudad C/ José Gutiérrez Abascal, 2 28006 Madrid Tels.: 91 067 67 24 / 64 / 66 / 67 www.etsii.upm.es secretaria.industrial@upm.es 5 Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tels.: 91 067 74 24 / 50 / 52 www.etsidi.upm.es secretaria.etsidi@upm.es Universidad Rey Juan Carlos (Pública) Escuela Superior de Ciencias Experimentales y Tecnología Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tel.: 91 665 50 61 www.urjc.es escet.estudiantes@urjc.es"
Ingeniería Química,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural Campus Ciudad Universitaria C/ Jose Antonio Novais, 10 28040 Madrid Tels.: 91 067 14 24 / 56 / 91 067 15 10 www.montesymedionatural.upm.es info.alumnadom.montes@upm.es"
Ingeniería Biomédica,"Universidad Alfonso X El Sabio (Privada) Escuela Politécnica Superior Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es Universidad Antonio de Nebrija (Privada) Facultad de CC. de la Vida y de la Naturaleza Campus de La Berzosa C/ del Hostal s/n 28240 Hoyo de Manzanares (Madrid) Tel.: 91 452 11 01/ 900 321 322 www.nebrija.com informa@nebrija.es Universidad Autónoma de Madrid (Pública) Escuela Politécnica Superior Campus de Cantoblanco C/ Francisco Tomás y Valiente, 11 28049 Madrid Tels.: 91 497 22 23 / 26 www.uam.es informacion.eps@uam.esUniversidad Carlos III de Madrid (Pública) (en inglés) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Universidad Europea de Madrid (Privada) Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón C/ Tajo, s/n. Edificio B Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Universidad Francisco de Vitoria (Privada) Facultad de Ciencias Experimentales Ctra. Pozuelo – Majadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 351 03 03 www.ufv.es info@ufv.es 3 Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros de Telecomunicación Campus Ciudad Universitaria Avda. Complutense, 30 28040 Madrid Tels.: 91 067 19 00 / 21 73 www.etsit.upm.es secretaria.alumnos@etsit.upm.es Universidad Rey Juan Carlos (Pública) Escuela de Ingeniería de Fuenlabrada Campus de Alcorcón (también en inglés) Avda. de Atenas, s/n 28922 Alcorcón (Madrid) Tel.: 91 488 89 17 www.urjc.es alcorcon.secretariadealumnos@urjc.es Universidad San PabloCEU (Privada) Escuela Politécnica Superior Campus Montepríncipe Urb. Monteprincipe 28925 Alcorcón (Madrid) Tels.: 91 372 47 00 www.ucpceu.es secretariamonteprincipe@ceu.es"
Ingeniería Biomédica,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria Avda. Puerta de Hierro, 24 28040 Madrid Tels.: 91 067 07 24 / 43 www.etsiaab.upm.es secretaria.alumnos.etsiaab.upm.es"
Ingeniería Civil en Construcciones Civiles,"grado en Ingeniería Civil Universidad Europea de Madrid (Privada) Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Direcciones de los centros donde se imparte el grado en Ingeniería Civil en Construcciones Civiles Universidad Alfonso X El Sabio (Privada) Escuela Politécnica Superior Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es"
Ingeniería Civil y Territorial,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos Campus Ciudad Universitaria C/ Profesor Aranguren, 3 28040 Madrid Tels.: 91 067 40 24 / 91 067 40 00 www.caminos.upm.es acceso.universidad@upm.es Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos Campus Retiro C/ Alfonso XII, 3 y 5 28014 Madrid 91 067 45 34 www.caminos.upm.es acceso.universidad"
Transporte y Logística,"Universidad Camilo José Cela (Privada) Facultad de Tecnología y Ciencia Campus de Almagro C/ Almagro, 5 28010 Madrid Tels.: 91 815 31 31 / 91 298 01 23 www.ucjc.edu info@ucjc.edu"
Ingeniería en Diseño Industrial y Desarrollo de Producto,"Universidad Alfonso X El Sabio (Privada) Escuela Politécnica Superior Campus de Villanueva de la Cañada Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es Universidad Antonio de Nebrija (Privada) Escuela Politécnica Superior Campus MadridPrincesa C/ Serrano Jover, 2 28015 Madrid Tels.: 91 452 11 03 / 900 321 322 www.nebrija.com informa@nebrija.com Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tels.: 91 067 74 24 / 50 / 52 www.etsidi.upm.es secretaria.estsidi@upm.es"
Ingeniería en Organización Industrial,"de Grado en Ingeniería de Organización Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros Industriales Campus Madrid Ciudad C/ José Gutierrez Abascal, 2 28006 Madrid Tels.: 91 067 67 24 / 64 / 66 / 67 www.etsii.upm.es secretaria.industriales@upm.esDirecciones de los centros donde se imparte la de Grado en Ingeniería en Organización Industrial Universidad a Distancia de Madrid UDIMA (Privada) Escuela de Ciencias Técnicas e Ingeniería Ctra. de La Coruña, Km. 38,500 Vía de servicio A6, 15 28400 Collado Villalba (Madrid) Tels.: 91 189 69 99 / 902 02 00 03 www.udima.es informa@udima.es Universidad Rey Juan Carlos (Pública) Escuela Superior de Ciencias Experimentales y Tecnología Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 664 74 18 / 91 665 50 61 www.urjc.es escet.director@urjc.es Escuela Superior de Ciencias Experimentales y Tecnología Campus de Vicálvaro Paseo de Artilleros, s/n 28032 Vicálvaro (Madrid) Tels.: 91 664 74 18 / 91 488 73 69 www.urjc.es escet.director@urjc.es"
Ingeniería en Organización Industrial,"Universidad Antonio de Nebrija (Privada) Escuela Politécnica Superior Campus MadridPrincesa C/ Serrano Jover, 2 28015 Madrid Tels.: 91 452 11 03 / 900 321 322 www.nebrija.com informa@nebrija.com"
Ingeniería Eléctrica,"Universidad Carlos III de Madrid (Pública) (español o bilingüe) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Universidad Nacional de Educación a Distancia UNED (Pública) Escuela Técnica Superior de Ingenieros Industriales C/ Juan del Rosal, 12 28040 Madrid Tel.: 91 398 64 04 www.uned.es negelectricidad@iud.uned.esUniversidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tels.: 91 067 74 24 / 50 / 52 www.etsidi.upm.es secretaria.etsidi@upm.es"
Ingeniería en Electrónica y Automática Industrial,"de Grado en Ingeniería en Electrónica Industrial y Automática Universidad Alfonso X El Sabio (Privada) Escuela Politécnica Superior Campus de Villanueva de la Cañada Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es Universidad Carlos III de Madrid (Pública) (español o bilingue) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Universidad Nacional de Educación a Distancia UNED (Pública) Escuela Técnica Superior de Ingenieros Industriales C/ Juan del Rosal, 12 28040 Madrid Tel.: 91 398 64 06 www.uned.es negelectronica@ind.uned.esUniversidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tels.: 91 067 74 24 / 50 / 52 www.etsidi.upm.es secretaria.etsidi@upm.es Universidad Rey Juan Carlos (Pública) Escuela Superior de Ciencias Experimentales y Tecnología Campus Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 665 50 61 / 91 664 74 18 www.urjc.es escet.director@urjc.es Direcciones de los centros donde se imparte la de Grado en Ingeniería Electrónica y Automática Industrial Universidad de Alcalá (Pública) Escuela Politécnica Superior Campus CientíficoTecnológico Crta. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid) Tels.: 91 885 65 18 / 19 / 69 71 www.uah.es/escuelapolitecnica secalum.politecnica@uah.es"
Ingeniería Mecánica,"Universidad Alfonso X El Sabio (Privada) Escuela Politécnica Superior Campus de Villanueva de la Cañada Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es Universidad Antonio de Nebrija (Privada) Escuela Politécnica Superior Campus MadridPrincesa C/ Serrano Jover, 2 28015 Madrid Tel.: 91 452 11 03 / 900 321 322 www.nebrija.com informa@nebrija.com Universidad Carlos III de Madrid (Pública) (español o bilingüe) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.esUniversidad Francisco de Vitoria (Privada) Escuela Politécnica Superior Ctra. Pozuelo – Majadahonda, Km. 1.800 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 351 03 03 www.ufv.es info@ufv.es Universidad Nacional de Educación a Distancia UNED (Pública) Escuela Técnica Superior de Ingenieros Industriales C/ Juan del Rosal, 12 28040 Madrid Tels.: 91 398 64 08 / 91 398 81 05 www.uned.es negmecanica@ind.uned.es Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería y Diseño Industrial Campus Madrid Ciudad Ronda de Valencia, 3 28012 Madrid Tel.: 91 336 76 99 www.etsidi.upm.es informacion.academica@upm.es Universidad Rey Juan Carlos (Pública) Escuela Superior de Ciencias Experimentales y Tecnología Campus Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 665 50 61 / 91 664 74 18 www.urjc.es escet.director@urjc.es"
Ingeniería en Industria Conectada,"Universidad Francisco de Vitoria (Privada) Escuela Politécnica Superior Ctra. Pozuelo Majadahonda, Km. 1.800 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 351 03 03 www.ufv.es info@ufv.es"
Ingeniería en Sistemas Industriales,"El título impartido por estas estas dos uni versidades: (UAX Y UEM), habilita para el ejercicio de la profesión de Ingeniero Técnico Industrial, ya que fue verificado conforme a lo dispuesto en la Orden CIN/351/2009, de 9 de febrero, por la que se establecen los requisi tos para la verificación de los títulos universi tarios oficiales que habiliten para el ejercicio de esta profesión. Universidad Alfonso X El Sabio (Privada) Escuela Politécnica Superior Campus de Villanueva de la Cañada Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es Universidad Europea de Madrid (Privada) Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@uem.esEl grado impartido por esta universidad: (UFV), no habilita para el ejercicio de la profe sión regulada de Ingeniero Técnico Industrial. Universidad Francisco de Vitoria (Privada) Escuela Politécnica Superior Ctra. Pozuelo Majadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 351 03 03 www.ufv.es info@ufv.es"
Ingeniería en Tecnologías Industriales,"Universidad de Alcalá (Pública) Escuela Politécnica Superior Campus CientíficoTecnológico Crta. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid) Tels.: 91 885 65 18 / 69 71 www.uah.es/escuelapolitecnica secalum.politecnica@uah.es Universidad Antonio de Nebrija (Privada) Escuela Politécnica Superior Campus MadridPrincesa C/ Serrano Jover, 2 28015 Madrid Tels.: 91 452 11 03 / 900 321 322 www.nebrija.com informa@nebrija.com Universidad Carlos III de Madrid (Pública) (español o bilingüe) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.esUniversidad Nacional de Educación a Distancia UNED (Pública) Escuela Técnica Superior de Ingenieros Industriales C/ Juan del Rosal, 12 28040 Madrid Tels.: 91 398 687 28 www.uned.es negociado_alumnos@ind.uned.es Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros Industriales Campus Madrid Ciudad C/ José Gutierrez Abascal, 2 28006 Madrid Tels.: 91 067 67 24 / 64 / 66 / 67 www.etsii.upm.es secretaria.industriales@upm.es Universidad Pontificia Comillas ICAIICADE (Privada) Escuela Técnica Superior de Ingeniería (ICAI) C/ Alberto Aguilera, 25 28015 Madrid Tel.: 91 542 28 00 www.comillas.edu grado@comillas.edu Universidad Rey Juan Carlos (Pública) Escuela Superior de Ciencias Experimentales y Tecnología Campus Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 665 50 61 / 91 664 74 18 www.urjc.es escet.director@urjc.es"
Ingeniería de la Energía,"Universidad Carlos III de Madrid (Pública) (en inglés) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros de Minas y Energía Campus Madrid Ciudad C/ Ríos Rosas, 21 28003 Madrid Tels.: 91 067 66 02 / 63 01 www.minasyenergia.upm.es gabinete.comunicacion.minasyener gia@upm.esEscuela Técnica Superior de Ingenieros de Industriales Campus Madrid Ciudad C/ José Gutiérrez Abascal, 2 28006 Madrid Tels.: 91 067 67 24 / 64 / 66 / 67 www.etsii.upm.es secretaria.industriales@upm.es Universidad Rey Juan Carlos (Pública) Escuela Superior de Ciencias Experimentales y Tecnología Campus Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 665 50 61 / 91 664 74 18 www.urjc.es escet.director@urjc.es Universidad Nacional de Educación a Distancia UNED (Pública) Escuela Técnica Superior de Ingenieros Industriales C/ Juan del Rosal, 12 28040 Madrid Tel.: 91 398 64 04 www.uned.es negelectricidad@iud.uned.es"
"Ingeniería de los Recursos Energéticos, Combustibles y Explosivos","Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros de Minas y Energía Campus Madrid Ciudad C/ Ríos Rosas, 21 28003 Madrid Tels.: 91 067 66 02 / 63 01 www.minasyenergia.upm.es gabinete.comunicacion.minasyener gia@upm.es"
Ingeniería en Tecnología Minera Estos,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros de Minas y Energía Campus Madrid Ciudad C/ Ríos Rosas, 21 28003 Madrid Tels.: 91 067 66 02 / 63 01 www.minasyenergia.upm.es gabinete.comunicacion.minasyener gia@upm.es"
Ingeniería Geológica,"Universidad Complutense de Madrid (Pública) Facultad de Ciencias Geológicas Ciudad Universitaria C/ José Antonio Novais, 12 28040 Madrid Tels.: 91 394 48 37 / 51 09 www.ucm.es infoweb@geo.ucm.es Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros de Minas y Energía Campus Madrid Ciudad C/ Ríos Rosas, 21 28003 Madrid Tels.: 91 067 66 02 / 63 01 www.minasyenergia.upm.es gabinete.comunicacion.minasyener gia@upm.es"
Ingeniería Matemática,"Universidad Alfonso X El Sabio (Privada) Escuela Poltécnica Superior Campus de Villanueva de la Cañada Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es Universidad Complutense de Madrid (Pública) Facultad de Ciencias Matemáticas Pza. de Ciencias, 3. Ciudad Universitaria 28040 Madrid Tels.: 91 394 46 00 / 45 31 www.ucm.es informacion@ucm.es CUNEF Universidad (Privada) Escuela Politécnica Superior C/ Pirineos,55 28040 Madrid Tel.: 91 444 51 61 www.cunef.edu info@cunef.eduUniversidad Francisco de Vitoria (Privada) Escuela Politécnica Superior Ctra. Pozuelo Majadahonda, Km. 1,800. 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 351 03 03 www.ufv.es info@ufv.es Universidad Pontificia Comillas (Privada) (ICAI) Escuela Técnica Superior de Ingeniería C/ Alberto Aguilera, 25 28015 Madrid Tel.: 91 542 28 00 www.comillas.edu grado@comillas.edu Universidad San Pablo CEU (Privada) Escuela Politécnica Superior Campus Montepríncipe Urb. Montepríncipe 28925 Alcorcón (Madrid) Tels.: 91 372 40 35 / 36 / 37 www.uspceu.com info.usp@ceu.es"
Ingeniería en Matemática Aplicada al Análisis de Datos,"Universidad Europea de Madrid (Privada) Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón C/ Tajo, s/n. Edificio C. Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es"
Matemática Computacional,"de Matemática Aplicada y Computación Universidad Carlos III de Madrid (Pública) (en inglés) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Direcciones de los centros donde se imparte la de Matemática y Computación Universidad de Alcalá (Pública) Escuela Politécnica Superior Campus CientíficoTecnológico C/ Cifuentes, 28. 19001 Tels: 949 209 660 / 687 www.uah.es/escuelapolitecnica secalum.politecnica@uah.esDirecciones de los centros donde se imparte la de Matemática Computacional Centro Universitario de Tecnología y Arte Digital (UTad) (Adscrito de titularidad privada a la Universidad Camilo José Cela) (Privada) C/ Playa de Liencres, 2 bis Parque Europa Empresarial Edificio Madrid 28290 Las Rozas (Madrid) Tel.: 900 37 33 79 www.utad.com info@utad.com"
Ingeniería de Materiales,"Universidad Complutense de Madrid (Pública) Facultad de Ciencias Físicas Campus de Ciudad Universitaria Pza. de Ciencias, 1. Ciudad Universitaria 28040 Madrid Tels.: 91 394 46 27 / 48 www.ucm.es infofisicas@ucm.es Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos Campus Ciudad Universitaria C/ Profesor Aranguren, 3 28040 Madrid Tel.: 91 067 42 90 www.materiales.upm.es acceso.universidad@upm.es Universidad Rey Juan Carlos (Pública) Escuela Superior de Ciencias Experimenta les y Tecnología Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 664 74 18 / 91 665 50 61 www.urjc.es escet.director@urjc.es"
Ingeniería Electrónica de Comunicaciones,"Universidad de Alcalá (Pública) Escuela Politécnica Superior Campus CientíficoTecnológico Ctra. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid) Tels.: 91 885 65 18 / 19 www.uah.es/escuelapolitecnica secalum.politecnica@uah.es Universidad Complutense de Madrid (Pública) Facultad de Ciencias Físicas Campus Ciudad Universitaria Pza. de Ciencias,1 28040 Madrid Tels.: 91 394 46 48 / 46 27 www.ucm.es informacion@ucm.es infofisicas@ucm.esUniversidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Sistemas de Telecomunicación Campus Sur C/ Nikola Tesla, s/n Ctra. de Valencia, Km. 7 28031 Madrid Tels.: 91 067 32 24 / 45 / 46 / 48 / 49 www.etsist.upm.es secrealumnos.etsist@upm.es"
Ingeniería de Comunicaciones Móviles y Espaciales,"Universidad Carlos III de Madrid (Pública) (español o bilingüe) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es"
Ingeniería en Sistemas Audiovisuales y Multimedia,"Universidad Rey Juan Carlos (Pública) Escuela de Ingeniería de Fuenlabrada Campus Fuenlabrada Camino del Molino, nº 5 28942 Fuenlabrada (Madrid) Tel.: 91 488 72 21 www.urjc.es etsit.sec.academica@urjc.es etsit.director@urjc.es"
Ingeniería en Sistemas de Telecomunicación,"Universidad de Alcalá (Pública) Escuela Politécnica Superior Campus CientíficoTecnológico Ctra. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid) Tels.: 91 885 65 18 / 19 www.uah.es/escuelapolitecnica secalum.politecnica@uah.es Universidad Europea de Madrid (Privada) Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón C/ Tajo, s/n. Edificio C. Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Sistemas de Telecomunicación Campus Sur Ctra. de Valencia, Km. 7 28031 Madrid Tels.: 91 067 32 34 / 00 / 07 www.etsist.upm.es info.etsist@upm.es secrealumnos.etsist@upm.esUniversidad Rey Juan Carlos (Pública) Escuela de Ingeniería de Fuenlabrada Campus Fuenlabrada Camino del Molino, nº 5 28942 Fuenlabrada (Madrid) Tel.: 91 488 72 21 www.urjc.es etsit.sec.academica@urjc.es etsit.director@urjc.es Universidad San PabloCEU (Privada) Escuela Politécnica Superior Campus Montepríncipe 28925 Alcorcón (Madrid) Tels.: 91 372 40 35 / 36 / 37 www.uspceu.com info.usp@ceu.es"
