nombre_grado,universidad,tipo,facultad,direccion,telefonos,webs,emails,campus
Publicidad y Creación de Marca,,,,"Avda. Alfonso XIII, 97 28016 Madrid",91 555 25 28,www.udit.com,secretaria.alumnos@udit.es,Madrid
Artes Digitales / Bachelor of Digital ArtsÁrea de Entorno Digital Rama de conocimiento Ciencias Sociales y Jurídicas,Universidad Camilo José Cela,Privada,Facultad de Tecnología y Ciencia Campus Almagro,"C/ Almagro, 5 28010 Madrid",91 298 01 23,,ucjc@ucjc.edu,Madrid
Comunicación Digital,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Comunicación Campus de Fuenlabrada,"Camino del Molino, 5 28942 Fuenlabrada (Madrid)",91 488 84 01,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es,Fuenlabrada
Comunicación Digital,Universidad San PabloCEU,Privada,Facultad de Humanidades y Ciencias de la Comunicación Campus de Moncloa,"Paseo de Juan XXIII, 10 28040 Madrid",91 456 63 00 / 91 514 04 04,www.uspceu.com,info.usp@ceu.esGrado,Madrid
Diseño Digital y Multimedia,Universidad Antonio de Nebrija,Privada,Facultad de Comunicación y Artes Campus MadridPrincesa,"C/ Santa Cruz de Marcenado, 27 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.com,Madrid
Gestión de la Ciberseguridad,Universidad Francisco de Vitoria,Privada,"Facultad de Derecho, Empresa y Gobierno Ctra",,91 351 03 03,www.ufv.es,info@ufv.es,
Creación y Narración de Videojuegos,Universidad Francisco de Vitoria,Privada,Facultad de Ciencias de la Comunicación Ctra,,91 351 03 03 / 91 709 14 00,www.ufv.es,info@ufv.es,
Trabajo SocialÁrea de Trabajo Social Rama de conocimiento Ciencias Sociales y Jurídicas,Universidad Complutense de Madrid,Pública,Facultad de Trabajo Social Campus de Somosaguas 28223 Pozuelo de Alarcón (Madrid) Tels,,91 394 29 99,www.ucm.es,infotrs@trs.ucm.es,
Trabajo SocialÁrea de Trabajo Social Rama de conocimiento Ciencias Sociales y Jurídicas,Universidad Nacional de Educación a Distancia UNED,Pública,Facultad de Derecho Campus Moncloa,"C/ Obispo Trejo, 2 28040 Madrid",91 398 81 33,www.uned.es,negociadosecretaria@der.uned.es,Madrid
Trabajo SocialÁrea de Trabajo Social Rama de conocimiento Ciencias Sociales y Jurídicas,Universidad Pontificia Comillas,Privada,Facultad de Ciencias Humanas y Sociales Comillas Cantoblanco,"C/ Universidad de Comillas, 35 28049 Madrid",91 452 28 00,www.comillas.edu,grado@comillas.edu,Madrid
Trabajo SocialÁrea de Trabajo Social Rama de conocimiento Ciencias Sociales y Jurídicas,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias Jurídicas y Política Campus de Alcorcón,"Avda. de Atenas, s/n 28922 Alcorcón (Madrid)",91 488 88 00 / 91 488 89 17,www.urjc.es,alcorcon.secretariadealumnos@urjc.es,Alcorcón
Empresas y Actividades Turísticas,Universidad de Alcalá,Pública,"Facultad de Ciencias Económicas, Empresariales y Turismo Campus Guadalajara Edificio Multidepartamental","C/ Cifuentes, 28 19003 Guadalajara",949 20 96 60,www.uah.es/facultadcceeturismo,secretaria.multidepar@uah.es,Guadalajara
Empresas y Actividades Turísticas,Universidad Antonio de Nebrija,Privada,Facultad de Economía y Empresa,"C/ Santa Cruz de Marcenado, 27 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.com,Madrid
Empresas y Actividades Turísticas,Universidad Autónoma de Madrid,Pública,Facultad de Ciencias Económicas y Empresariales Campus de Cantoblanco,"C/ Francisco Tomás y Valiente, 5 28049 Madrid",91 497 62 88,www.uam.es,grado.turismo.econominas@uam.es,Madrid
Empresas y Actividades Turísticas,Universidad Carlos III de Madrid,Pública,,"C/ Madrid,126 28903 Getafe (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Getafe
Empresas y Actividades Turísticas,Universidad Complutense de Madrid,Pública,Facultad de Comercio y Turismo,"Avda. Filipinas, 3 28003 Madrid",91 394 67 67,www.ucm.es,alumnos.fct@ucm.es,Madrid
Empresas y Actividades Turísticas,Universidad Nacional de Educación a Distancia UNED,Pública,Facultad Ciencias Económicas y Empresariales,"Paseo Senda del Rey, 11 28040 Madrid",91 398 63 04,www.uned.es,negociado.economicas@adm.uned.es,Madrid
Empresas y Actividades Turísticas,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Economía y de la Empresa Facultad de Ciencias de la Econo mía y de la Empresa Campus de Madrid,"Paseo Artilleros, s/n 28032 Vicálvaro (Madrid)",91 488 78 00 / 91 488 84 01,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariaalumnos@urjc.es,Vicálvaro
Empresas y Actividades Turísticas,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Economía y de la Empresa Facultad de Ciencias de la Econo mía y de la Empresa Campus de Madrid,"Camino del Molino, s/n 28943 Fuenlabrada (Madrid)",91 488 78 00 / 91 488 84 01,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariaalumnos@urjc.es,Fuenlabrada
Empresas y Actividades Turísticas,Universidad a Distancia de Madrid UDIMA,Privada,Facultad Ciencias Económicas y Empresariales Ctra,,91 189 69 99,www.udima.es,informa@udima.es,
"Comunicación Corporativa, Protocolo y Organización de Eventos",Universidad Camilo José Cela,Privada,Facultad de Comunicación y Humanidades Campus Villafranca,"C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid)",91 815 31 31,www.ucjc.edu,info@ucjc.edu,Villanueva de la Cañada
"Comunicación Corporativa, Protocolo y Organización de Eventos",Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Comunicación Campus Madrid,"Paseo Artilleros, s/n 28032 Vicálvaro (Madrid)",91 488 79 27 / 91 488 83 46,www.urjc.es,ferraz.secretariadealumnos@urjc.es | mostoles.secretariadealumnos@urjc.es,Vicálvaro
"Comunicación Corporativa, Protocolo y Organización de Eventos",Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Comunicación Campus Madrid,"C/ Quintana, 21 28008 Madrid",91 488 79 27 / 91 488 83 46,www.urjc.es,ferraz.secretariadealumnos@urjc.es | mostoles.secretariadealumnos@urjc.es,Madrid
"Comunicación Corporativa, Protocolo y Organización de Eventos",Universidad Antonio de Nebrija,Privada,Facultad de Comunicación y Artes Campus MadridPrincesa,"C/ Santa Cruz de Marcenado, 27 28015 Madrid",91 452 11 01,www.nebrija.com,informa@nebrija.com,Madrid
Biología 6. Estudios,Universidad de Alcalá,Pública,Facultad de Ciencias Campus CientíficoTecnológico,"Crta. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid)",91 885 49 16,www.uah.es/facultadciencias,decanato.biologia@uah.es,Alcalá de Henares
Biología 6. Estudios,Universidad Autónoma de Madrid,Pública,Facultad de Ciencias Edificio de Biología Campus Cantoblanco,"C/ Darwin, 2 28049 Madrid",91 497 43 31,www.uam.es,informacion.ciencias@uam.es,Madrid
Biología 6. Estudios,Universidad Complutense de Madrid,Pública,Facultad de Ciencias Biológicas,"C/ José Antonio Novais,12 Ciudad Universitaria 28040 Madrid",91 394 50 29,www.ucm.es,biosecrest@ucm.es,Madrid
Biología 6. Estudios,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus Mostoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 664 74 18,www.urjc.es,escet.director@urjc.es,Móstoles
Biología 6. Estudios,Universidad Alfonso X El Sabio,Privada,Facultad de Farmacia Campus de Villanueva de la Cañada,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Biología 6. Estudios,Universidad Europea de Madrid,Privada,Facultad de Ciencias Biomédicas y de la Salud Campus de Villaviciosa de Odón,"C/ Tajo, s/n. Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 414 66 11 / 91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Biología 6. Estudios,Universidad Francisco de Vitoria,Privada,Facultad de Ciencias Experimentales Ctra,,91 351 03 03,www.ufv.es,info@ufv.es,
Biología 6. Estudios,Universidad San Pablo CEU,Privada,Facultad de Farmacia Campus de Montepríncipe,Urb. Montepríncipe 28925 Alcorcón (Madrid),91 372 47 00,www.uspceu.com,info.usp@ceu.es,Alcorcón
Biología 6. Estudios,,,,,,,,
Biología 6. Estudios,Universidad Autónoma de Madrid,Pública,Facultad de Ciencias Edificio de Biología Campus de Cantoblanco,"C/ Darwin, 2 28049 Madrid",91 497 83 49,www.uam.es,informacion.ciencias@uam.es,Madrid
Biología 6. Estudios,Universidad Carlos III de Madrid,Pública,"Escuela Politécnica Superior Edificio Sabatini, planta baja Campus Leganés","Avda. de la Universidad, 30 28911 Leganés (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.esUniversidad,Leganés
Ciencias Experimentales,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus de Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 664 74 18,www.urjc.es,escet.director@urjc.es,Móstoles
Nanociencia y Nanotecnología,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus de Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 665 50 61,www.urjc.es,escet.estudiantes@urjc.es,Móstoles
Ciencia y Tecnología,Universidad Autónoma de Madrid,Pública,Facultad de Ciencias Edificio de Ciencias de los Alimentos Campus de Cantoblanco,"C/ Max, 10 28049 Madrid",91 394 43 31,www.uam.es,informacion.ciencias@uam.es,Madrid
Ciencia y Tecnología,Universidad Complutense de Madrid,Pública,Facultad de Veterinaria,"Avda. Puerta del Hierro, s/n Ciudad Universitaria 28040 Madrid",91 394 38 76,www.ucm.es,gervet@ucm.es,Madrid
Ciencia y Tecnología,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 664 74 18,www.urjc.es,escet.director@urjc.es,Móstoles
Ciencias Ambientales y Sostenibilidad,,,,,,,,
Ciencias Ambientales y Sostenibilidad,Universidad de Alcalá,Pública,Facultad de Ciencias Campus Científico Tecnológico Ctra,,91 885 51 13,www.uah.es/facultadciencias,decanato.ambientales@uah.es,
Ciencias Ambientales y Sostenibilidad,Universidad Autónoma de Madrid,Pública,Facultad de Ciencias Campus de Cantoblanco Edificio Biología,"C/ Darwin, 2 28049 Madrid",91 497 83 46,www.uam.es,informacion.ciencias@uam.es,Madrid
Ciencias Ambientales y Sostenibilidad,Universidad Nacional de Educación a Distancia UNED,Pública,Facultad de Ciencias,"Paseo Senda del Rey, 9 28040 Madrid",91 398 89 03,www.uned.es,negociado.ambientales@adm.uned.es,Madrid
Ciencias Ambientales y Sostenibilidad,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus de Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 664 74 18,www.urjc.es,escet.director@urjc.es,Móstoles
Recursos Hídricos,Universidad Rey Juan Carlos,Pública,Escuela Superior de Ciencias Experimentales y Tecnología Campus Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",916 64 74 18,www.urjc.es,escet.director@urjc.es,Móstoles
Ciencias Agrarias y Bioeconomía,Universidad Politécnica de Madrid,Pública,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas Campus Ciudad Universitaria","Avda. Puerta de Hierro, 2 4 28040 Madrid",91 067 07 24,www.etsiaab.upm.es,gestion.administrativa.etsiaab@upm.es | secretaria.alumnos.etsiaab@upm.es,Madrid
Ciencias Agrarias y Bioeconomía,Universidad de Alcalá,Pública,Facultad de Ciencias Campus CientíficoTecnológico Ctra,,91 885 51 13,www.uah.es/facultadciencias,deca.criminalistica@uah.es,
Física,,,,,,,,
Física,Universidad Alfonso X El Sabio,Privada,Escuela Politécnica Superior Campus de Villanueva de la Cañada,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Física,Universidad Autónoma de Madrid,Pública,Facultad de Ciencias Campus Cantoblanco,"C/ Francisco Tomás y Valiente, 7 28049 Madrid",91 497 43 31,www.uam.es,informacion.ciencias@uam.es,Madrid
Física,Universidad Complutense de Madrid,Pública,"Facultad de Ciencias Físicas Ciudad Universitaria Plaza de Ciencias, 1 28040 Madrid Tels",,91 394 46 27,www.ucm.es,infofisicas@ucm.es,
Física,Universidad Europea de Madrid,Privada,"Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón","C/ Tajo, s/n Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 414 66 11 / 91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Física,Universidad Internacional de la Empresa UNIE,Privada,Facultad de CC,"C/ Arapiles, 14. 28015 Madrid",91 903 22 01,www.universidadunie.com,admisiones.grado@universidadunie.com,Madrid
Física,Universidad Nacional de Educación a Distancia UNED,Pública,Facultad de Ciencias,"Paseo Senda del Rey, 9 28040 Madrid",91 398 71 15,www.uned.es,negociado.alumnos.fisicas@adm.uned.es,Madrid
Física e Instrumentación Espacial,Universidad de Alcalá,Pública,Facultad de Ciencias Campus CientíficoTecnológico,"Crta. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid)",91 885 49 16,www.uah.es/facultadciencias,decanato.biologia@uah.es,Alcalá de Henares
Física Aplicada,Universidad Antonio de Nebrija,Privada,Escuela Politécnica Superior Campus Madrid Princesa,"C/ Santa Cruz de Marcenado, 27. 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.es,Madrid
Geología Realizan: Estudios del interior y exterior de la tierra. Búsqueda,Universidad Complutense de Madrid,Pública,Facultad de Ciencias Geológicas,"C/ José Antonio Novais, 12 Ciudad Universitaria 28040 Madrid",91 394 48 37,www.ucm.es,infoweb@geo.ucm.es,Madrid
Matemáticas Aplicadas,Universidad Autónoma de Madrid,Pública,Facultad de Ciencias Campus Cantoblanco,"C/ Francisco Tomás y Valiente, 7 28049 Madrid",91 497 43 31,www.uam.es,informacion.ciencias@uam.es,Madrid
Matemáticas Aplicadas,Universidad Complutense de Madrid,Pública,"Facultad de Ciencias Matemáticas Ciudad Universitaria Plaza de las Ciencias, 3 28040 Madrid Tel",,91 394 46 24,www.ucm.es,sdamat@ucm.es,
Matemáticas Aplicadas,Universidad Rey Juan Carlos,Pública,Escuela Técnica Superior de Ingeniería Informática Campus Móstoles,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 488 76 23,www.urjc.es,etsii.info@urjc.es,Móstoles
Matemáticas Aplicadas,Universidad Politécnica de Madrid,Pública,Escuela Politécnica de Enseñanza Superior (EPES) Centro de impartición de la docencia,"Avda. Puerta de Hierro, 24 28040 Madrid",,www.epes.upm.es,secretaria.epes@upm.es,Madrid
Matemáticas Aplicadas,Universidad Nacional de Educación a Distancia UNED,Pública,Facultad de Ciencias,"Paseo Senda de Rey, 9 28040 Madrid",91 398 71 04 / 91 398 71 06,www.uned.es,,Madrid
Matemáticas Aplicadas,Universidad Internacional de la Empresa UNIE,Privada,Facultad de CC,"C/ Arapiles, 14. 28015 Madrid",91 903 22 01,www.universidadunie.com,admisiones.grado@universidadunie.com,Madrid
Matemáticas y Ciencia de Datos,Universidad Complutense de Madrid,Pública,"Facultad de Ciencias Matemáticas Ciudad Universitaria Plaza de las Ciencias, 3 28040 Madrid Tel",,91 394 46 24,www.ucm.es,sdamat@ucm.es,
Bioquímica,Universidad Autónoma de Madrid,Pública,Facultad de Ciencias Campus Cantoblanco,"C/ Francisco Tomás y Valiente, 7 28049 Madrid",91 497 43 31,www.uam.es | www.uam.es/oae/contacto,,Madrid
Bioquímica,Universidad Complutense de Madrid,Pública,"Facultad de Ciencias Químicas Ciudad Universitaria Plaza de las Ciencias, 3 28040 Madrid Tel",,91 394 42 98,www.ucm.es,informacion@ucm.es,
Química Tienen,Universidad de Alcalá,Pública,Facultad de Ciencias Campus CientíficoTecnológico Ctra,,91 885 49 05,www.uah.es/facultadciencias,decanato.quimica@uah.es,
Química Tienen,Universidad Autónoma de Madrid,Pública,Facultad de Ciencias Campus Cantoblanco,"C/ Francisco Tomás y Valiente, 7 28049 Madrid",91 497 68 79,www.uam.es | www.uam.es/oae/contacto,,Madrid
Química Tienen,Universidad Complutense de Madrid,Pública,"Facultad de Ciencias Químicas Ciudad Universitaria Plaza de las Ciencias, 3 28040 Madrid Tel",,91 394 42 98,www.ucm.es,informacion@ucm.es,
Química Tienen,Universidad Nacional de Educación a Distancia UNED,Pública,Facultad de Ciencias,"Paseo Senda del Rey, 9 28040 Madrid",91 398 71 14,www.uned.es,infouned@adm.uned.es,Madrid
Biología Sanitaria,Universidad de Alcalá,Pública,Facultad de Ciencias Campus CientíficoTecnológico Ctra,,91 885 49 16,www.uah.es/facultadciencias,decanato.biologia@uah.es,
Biología Sanitaria,Universidad San Pablo CEU,Privada,Facultad de Farmacia Campus de Montepríncipe,Urb. Montepríncipe 28925 Alcorcón (Madrid),91 372 47 00,www.uspceu.com,info.usp@ceu.es,Alcorcón
Ciencias de la Actividad Física y del Deporte,Universidad de Alcalá,Pública,Facultad de Medicina y Ciencias de la Salud Campus CientíficoTecnológico Ctra,,91 885 48 55,www.medicinaycienciasdelasalud.uah.es,decanato.ccafyde@uah.es,
Ciencias de la Actividad Física y del Deporte,Universidad Alfonso X El Sabio,Privada,Facultad de Ciencias de la Salud Campus de Villanueva de la Cañada,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Ciencias de la Actividad Física y del Deporte,Universidad Camilo José Cela,Privada,Facultad de Salud,"C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid)",91 815 31 31,www.ucjc.edu,info@ucjc.edu,Villanueva de la Cañada
Ciencias de la Actividad Física y del Deporte,Universidad Francisco de Vitoria,Privada,Facultad de Ciencias CC,,91 351 03 03,www.ufv.es,info@ufv.es,
Enfermería,Universidad de Alcalá,Pública,Facultad de Medicina y Ciencias de la Salud Campus CientíficoTecnológico Ctra,"C/ Cifuentes, 28 Edificio Multidepartamental 19003 Guadalajara",91 885 45 74 / 949 20 96 05,www.medicinaycienciasdelasalud.uah.es,ciu@uah.es | decanato.enfermyfisiot@uah.es | euenfermeria.guada@uah.es,Guadalajara
Enfermería,Universidad Alfonso X El Sabio,Privada,Facultad de Ciencias de la Salud Campus de Villanueva de la Cañada,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Enfermería,Universidad Antonio de Nebrija,Privada,Facultad de CC,C/ del Hostal s/n 28240 Hoyo de Manzanares (Madrid),91 452 11 01,www.nebrija.com,informa@nebrija.es,Hoyo de Manzanares
Enfermería,Universidad Autónoma de Madrid,Pública,Facultad de Medicina Campus Medicina UAM,"C/ Arzobispo Morcillo, 4 28029 Madrid",91 497 54 58 / 91 534 36 49 / 91 550 48 63,www./euenfermeriacruzroja.com | www.fjd.es/escuela_enfermeria | www.uam.es,euenfermeria.fjd@fjd.es | informacion.medicina@uam.es,Madrid
Enfermería,Universidad Autónoma de Madrid,Pública,Facultad de Medicina Campus Medicina UAM,"Avda. Reyes Católicos, 2 28040 Madrid",91 497 54 58 / 91 534 36 49 / 91 550 48 63,www./euenfermeriacruzroja.com | www.fjd.es/escuela_enfermeria | www.uam.es,euenfermeria.fjd@fjd.es | informacion.medicina@uam.es,Madrid
Enfermería,Universidad Autónoma de Madrid,Pública,Facultad de Medicina Campus Medicina UAM,"Avda. Reina Victoria, 28. 4ª planta 28003 Madrid",91 497 54 58 / 91 534 36 49 / 91 550 48 63,www./euenfermeriacruzroja.com | www.fjd.es/escuela_enfermeria | www.uam.es,euenfermeria.fjd@fjd.es | informacion.medicina@uam.es,Madrid
Enfermería,Universidad Camilo José Cela,Privada,Facultad de Salud,"C/ Castillo de Alarcón, 49 28692 Villanueva de la Cañada (Madrid)",91 815 31 31,www.ucjc.edu,info@ucjc.es,Villanueva de la Cañada
Enfermería,Universidad Complutense de Madrid,Pública,"Facultad de Enfermería, Fisioterapia y Podología","Pza. Ramón y Cajal, 3 Ciudad Universitaria 28040 Madrid",91 394 15 24,www.ucm.es,secre.alumnos@enf.ucm.es | secre.decaenf@ucm.es,Madrid
Enfermería,Universidad Europea de Madrid,Privada,Facultad de Ciencias Biomédicas y de la Salud Campus de Villaviciosa de Odón,"C/ Tajo, s/n. Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 414 66 11 / 91 740 72 72,www.universidadeuropea.es,ads@uem.es,Villaviciosa de Odón
Enfermería,Universidad Francisco de Vitoria,Privada,Facultad de Ciencias de la Salud Ctra,,91 351 03 03 / 91 709 14 00,www.ufv.es,info@ufv.es,
Enfermería,Universidad Pontificia Comillas,Privada,Escuela Universitaria de Enfermería y Fisioterapia “San Juan de Dios”,"Avda. de San Juan de Dios, 1 28350 Ciempozuelos (Madrid)",91 893 37 69,www.comillas.edu,oia@comillas.edu,Ciempozuelos
Enfermería,Universidad Pontificia Comillas,Privada,Escuela Universitaria de Enfermería y Fisioterapia “San Juan de Dios”,"Paseo de la Habana, 70 Bis 28016 Madrid",91 893 37 69,www.comillas.edu,oia@comillas.edu,Madrid
Enfermería,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Salud Campus de Alcorcón,"Avda. de Atenas, s/n 28922 Alcorcón (Madrid)",91 488 89 17 / 91 488 93 93,www.urjc.es,alcorcon.secretariadealumnos@urjc.es,Alcorcón
Enfermería,Universidad San PabloCEU,Privada,Facultad de Medicina Campus de Monteprincipe,Urb. Montepríncipe 28925 Alcorcón (Madrid),91 372 47 00,www.uspceu.com,info.usp@ceu.es,Alcorcón
Farmacia,Universidad de Alcalá,Pública,Facultad de Farmacia Campus CientíficoTecnológico Ctra,,91 885 46 69,www.uah.es/medicina,decanato.farmacia@uah.es,
Farmacia,Universidad Alfonso X El Sabio,Privada,Facultad de Farmacia Campus de Villanueva de la Cañada,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Farmacia,Universidad Camilo José Cela,Privada,Facultad de Salud,"C/ Castillo de Alarcón, 49 28692 Villanueva de la Cañada (Madrid)",91 815 31 31,www.ucjc.edu,info@ucjc.es,Villanueva de la Cañada
Farmacia,Universidad Complutense de Madrid,Pública,"Facultad de Farmacia Campus de Moncloa Plaza de Ramón y Cajal, s/n Ciudad Universitaria 28040 Madrid Tels",,91 394 72 19,www.ucm.es,información@ucm.es,
Farmacia,Universidad Europea de Madrid,Privada,Facultad de Ciencias Biomédicas y de la Salud Campus de Villaviciosa de Odón,"C/ Tajo, s/n. Edificio B Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 414 66 11 / 91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Farmacia,Universidad Francisco de Vitoria,Privada,Facultad de Ciencias Experimentales Ctra,,91 351 03 03 / 91 709 14 00,www.ufv.es,info@ufv.es,
Farmacia,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Salud Campus Alcorcón,"Avda. de Atenas, s/n 28922 Alcorcón (Madrid)",91 488 89 17 / 91 488 93 93,www.urjc.es,alcorcon.secretariadealumnos@urjc.es,Alcorcón
Farmacia,Universidad San PabloCEU,Privada,Facultad de Farmacia Campus de Montepríncipe,Urb. Montepríncipe 28925 Alcorcón (Madrid),91 372 47 00,www.uspceu.com,info.usp@ceu.es,Alcorcón
Fisioterapia,Universidad de Alcalá,Pública,Facultad de Medicina y Ciencias de la Salud Campus Científico Tecnológico Ctra,,91 885 45 74,www.uah.es/medicina,decanato.enfermyfisiot@uah.es,
Fisioterapia,Universidad Alfonso X El Sabio,Privada,Facultad de Ciencias de la Salud Campus de Villanueva de la Cañada,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Fisioterapia,Universidad Antonio de Nebrija,Privada,Facultad de CC,C/ del Hostal s/n 28240 Hoyo de Manzanares (Madrid),91 452 11 01,www.nebrija.com,informa@nebrija.es,Hoyo de Manzanares
Fisioterapia,Universidad Camilo José Cela,Privada,Facultad de Salud,"C/ Castillo de Alarcón, 49 28692 Madrid",91 815 31 31,www.ucjc.edu,info@ucjc.es,Madrid
Fisioterapia,Universidad Complutense de Madrid,Pública,"Facultad de Enfermería, Fisioterapia y Podología","Pza. Ramón y Cajal, 3 Ciudad Universitaria 28040 Madrid",91 394 15 30,www.ucm.es,secre.alumnos@enf.ucm.es,Madrid
Fisioterapia,Universidad Europea de Madrid,Privada,Facultad de Ciencias Biomédicas y de la Salud Campus de Villaviciosa de Odón,"C/ Tajo, s/n Edificio A Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 414 66 11 / 91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Fisioterapia,Universidad Pontificia Comillas,Privada,Escuela Universitaria de Enfermería y Fisioterapia “San Juan de Dios”,"Avda. de San Juan de Dios, 1 28350 Ciempozuelos (Madrid)",91 564 18 68 / 91 893 37 69,www.comillas.edu,oia@comillas.edu,Ciempozuelos
Fisioterapia,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Salud Campus Alcorcón,"Avda. de Atenas, s/n 28922 Alcorcón (Madrid)",91 488 89 17 / 91 488 93 93,www.urjc.es,alcorcon.secretariadealumnos@urjc.es,Alcorcón
Fisioterapia,Universidad San PabloCEU,Privada,Facultad de Medicina Campus de Monteprincipe,Urb. Montepríncipe 28925 Alcorcón (Madrid),91 372 47 00,www.uspceu.com,info.usp@ceu.es,Alcorcón
Fisioterapia,Universidad Internacional de la Empresa UNIE,Privada,Facultad de CC,"C/ Arapiles, 14 28015 Madrid",91 903 22 01,www.universidadunie.com,admisiones.grado@universidadunie.com,Madrid
Logopedia,Universidad Complutense de Madrid,Pública,Facultad de Psicología Campus de Somosaguas 28223 Pozuelo de Alarcón (Madrid) Tel,,91 394 31 78,www.ucm.es,conps@ucm.es,
Logopedia,Universidad Europea de Madrid,Privada,Facultad de Ciencias Biomédicas y de la Salud Campus de Villaviciosa de Odón,"C/ Tajo, s/n Edificio A Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@uem.es,Villaviciosa de Odón
Biomedicina,Universidad Alfonso X El Sabio,Privada,Facultad de Ciencias de la Salud Campus de Villanueva de la Cañada,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Biomedicina,Universidad Camilo José Cela,Privada,Facultad de Salud,"C/ Castillo de Alarcón, 49 28692 Villanueva de la Cañada (Madrid)",91 815 31 31,www.ucjc.edu,info@ucjc.es,Villanueva de la Cañada
Biomedicina,Universidad Europea de Madrid,Privada,Facultad de Ciencias Biomédicas y de la Salud Campus de Villaviciosa de Odón,"C/ Tajo, s/n Edificio A Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@uem.es,Villaviciosa de Odón
Biomedicina,Universidad Francisco de Vitoria,Privada,Facultad de Ciencias Experimentales Ctra,,91 351 03 03 / 91 709 14 00,www.ufv.es,info@ufv.es,
